Customer_ID,Age,Gender,City,Bank_Name,Account_Balance_PKR,Loan_Status,Credit_Score,Account_Type,Churn
1611,25,Female,Lahore,Meezan Bank,1818085,Yes,376,Current,1
1612,42,Male,Lahore,Meezan Bank,1844646,No,642,Savings,0
1613,35,Male,Islamabad,Bank Alfalah,181811,Yes,490,Current,1
1614,42,Male,Islamabad,Allied Bank,1088314,No,842,Current,1
1615,29,Female,Faisalabad,UBL,1582785,No,335,Current,1
1616,32,Male,Karachi,HBL,1307009,No,723,Savings,0
1617,43,Female,Lahore,Meezan Bank,319065,Yes,650,Current,1
1618,58,Female,Faisalabad,HBL,1443168,Yes,487,Savings,0
1619,62,Female,Karachi,Allied Bank,1839213,Yes,826,Savings,1
1620,43,Male,Lahore,Meezan Bank,1643932,Yes,633,Current,1
1621,64,Female,Lahore,HBL,1344301,No,782,Current,1
1622,49,Male,Islamabad,Bank Alfalah,105672,No,515,Current,0
1623,27,Male,Rawalpindi,HBL,31485,No,457,Savings,1
1624,33,Male,Karachi,Bank Alfalah,1282349,Yes,540,Current,0
1625,24,Female,Lahore,UBL,1619158,No,595,Savings,0
1626,34,Female,Karachi,Allied Bank,1898009,No,761,Current,0
1627,40,Female,Faisalabad,HBL,1715570,No,344,Savings,0
1628,43,Male,Faisalabad,Meezan Bank,578257,Yes,794,Current,0
1629,38,Female,Rawalpindi,Allied Bank,534381,Yes,474,Current,1
1630,39,Female,Lahore,HBL,38370,No,645,Savings,0
1631,24,Female,Islamabad,Meezan Bank,1602614,Yes,355,Current,1
1632,31,Female,Lahore,Meezan Bank,1819956,Yes,865,Current,1
1633,32,Female,Karachi,Meezan Bank,1302283,No,640,Current,0
1634,24,Male,Faisalabad,Meezan Bank,258706,No,407,Current,1
1635,26,Male,Karachi,HBL,812904,Yes,513,Savings,1
1636,68,Male,Rawalpindi,UBL,777905,Yes,798,Savings,0
1637,65,Male,Faisalabad,Bank Alfalah,28934,No,696,Savings,0
1638,25,Female,Islamabad,Bank Alfalah,753417,No,849,Savings,1
1639,67,Male,Faisalabad,Bank Alfalah,1359845,No,796,Savings,0
1640,40,Female,Lahore,UBL,1538333,No,472,Current,0
1641,46,Male,Lahore,Meezan Bank,835535,No,404,Savings,1
1642,35,Male,Faisalabad,Meezan Bank,1535542,No,851,Current,0
1643,48,Male,Rawalpindi,Allied Bank,201157,No,778,Savings,0
1644,47,Female,Lahore,Bank Alfalah,885137,Yes,698,Current,0
1645,69,Female,Lahore,Bank Alfalah,1377263,Yes,733,Savings,0
1646,56,Male,Islamabad,Meezan Bank,682298,No,493,Current,0
1647,52,Female,Faisalabad,Bank Alfalah,1398212,Yes,765,Savings,0
1648,35,Male,Lahore,Meezan Bank,454802,Yes,640,Current,1
1649,59,Male,Rawalpindi,Meezan Bank,1378744,No,358,Current,0
1650,56,Male,Karachi,Meezan Bank,705047,No,837,Current,1
1651,34,Female,Faisalabad,HBL,998633,No,777,Current,1
1652,31,Male,Islamabad,HBL,1346927,Yes,402,Current,1
1653,48,Male,Lahore,HBL,583642,No,832,Savings,1
1654,41,Male,Rawalpindi,HBL,770817,No,891,Current,0
1655,52,Female,Faisalabad,UBL,702670,Yes,621,Current,1
1656,61,Male,Rawalpindi,Allied Bank,583248,No,848,Current,0
1657,62,Female,Rawalpindi,Allied Bank,857694,Yes,313,Savings,1
1658,51,Male,Islamabad,Meezan Bank,1680019,Yes,755,Current,1
1659,20,Female,Faisalabad,Bank Alfalah,267091,No,520,Current,0
1660,54,Male,Lahore,HBL,678763,No,690,Savings,0
1661,60,Male,Islamabad,Allied Bank,678425,No,472,Savings,1
1662,57,Female,Lahore,Allied Bank,231002,Yes,380,Current,0
1663,43,Female,Karachi,HBL,167873,No,635,Current,1
1664,40,Male,Rawalpindi,UBL,1166758,Yes,524,Savings,0
1665,61,Female,Karachi,UBL,1681996,No,334,Current,0
1666,56,Male,Rawalpindi,Allied Bank,1917714,No,487,Current,1
1667,32,Male,Islamabad,UBL,1535734,No,523,Current,0
1668,66,Male,Lahore,HBL,1542006,No,793,Savings,1
1669,21,Female,Lahore,Allied Bank,302112,Yes,610,Current,0
1670,46,Male,Islamabad,HBL,1625381,No,820,Current,1
1671,39,Female,Faisalabad,UBL,1570691,No,880,Savings,1
1672,42,Male,Karachi,HBL,260714,No,839,Savings,1
1673,30,Female,Karachi,UBL,1767175,No,668,Savings,0
1674,35,Female,Lahore,UBL,960159,Yes,774,Current,1
1675,50,Male,Lahore,HBL,1020127,Yes,330,Current,1
1676,33,Female,Lahore,UBL,1312631,No,531,Savings,0
1677,62,Male,Islamabad,Meezan Bank,1712146,Yes,796,Current,1
1678,59,Male,Faisalabad,HBL,728131,No,865,Savings,1
1679,61,Male,Karachi,Meezan Bank,1053822,Yes,474,Current,1
1680,19,Male,Rawalpindi,HBL,580272,No,597,Current,0
1681,52,Male,Islamabad,UBL,676409,Yes,664,Current,0
1682,59,Female,Karachi,UBL,868753,Yes,385,Current,1
1683,51,Male,Faisalabad,Allied Bank,772662,Yes,876,Current,0
1684,47,Female,Islamabad,Allied Bank,656142,Yes,388,Current,1
1685,30,Female,Karachi,Meezan Bank,1456447,Yes,353,Savings,0
1686,30,Male,Islamabad,UBL,487210,No,660,Current,1
1687,35,Female,Karachi,Allied Bank,1843467,Yes,775,Savings,1
1688,49,Male,Karachi,UBL,100638,No,528,Current,1
1689,49,Female,Faisalabad,HBL,1786390,No,833,Savings,0
1690,52,Female,Rawalpindi,Allied Bank,1913980,No,672,Savings,1
1691,56,Female,Faisalabad,Meezan Bank,817864,No,768,Current,1
1692,63,Male,Karachi,Allied Bank,1804345,No,719,Current,0
1693,69,Female,Islamabad,UBL,1554968,No,831,Current,0
1694,46,Male,Faisalabad,Bank Alfalah,1124472,No,699,Savings,1
1695,66,Female,Rawalpindi,Bank Alfalah,1824149,No,483,Current,0
1696,46,Female,Karachi,UBL,211207,No,861,Current,1
1697,61,Female,Faisalabad,HBL,446152,No,389,Current,0
1698,33,Female,Faisalabad,Allied Bank,639323,No,682,Current,0
1699,61,Male,Faisalabad,Bank Alfalah,503597,Yes,668,Savings,1
1700,64,Male,Faisalabad,HBL,285894,No,373,Current,1
1701,27,Female,Islamabad,UBL,1872995,No,568,Savings,1
1702,47,Female,Rawalpindi,HBL,1830797,No,314,Savings,0
1703,42,Male,Rawalpindi,UBL,1948003,Yes,628,Current,1
1704,56,Male,Karachi,Allied Bank,1871173,Yes,691,Current,0
1705,37,Male,Lahore,HBL,191613,No,733,Savings,1
1706,22,Male,Islamabad,Allied Bank,1607210,Yes,643,Current,1
1707,18,Female,Karachi,HBL,1310307,Yes,494,Savings,1
1708,47,Female,Karachi,UBL,1062090,No,335,Savings,0
1709,66,Male,Faisalabad,UBL,1607702,No,504,Current,1
1710,20,Male,Lahore,HBL,1872567,Yes,356,Current,0
1711,62,Male,Lahore,UBL,897655,Yes,409,Current,1
1712,31,Male,Islamabad,Meezan Bank,1025005,No,795,Savings,1
1713,47,Male,Lahore,Meezan Bank,69207,No,524,Savings,0
1714,67,Male,Karachi,Allied Bank,26385,No,685,Current,0
1715,21,Female,Lahore,Meezan Bank,159389,No,363,Current,0
1716,35,Female,Lahore,Meezan Bank,927897,No,651,Savings,1
1717,54,Female,Rawalpindi,Bank Alfalah,1083457,No,762,Savings,1
1718,42,Male,Karachi,Bank Alfalah,1432481,Yes,619,Current,0
1719,65,Male,Lahore,Bank Alfalah,1288481,No,656,Savings,1
1720,18,Male,Lahore,Bank Alfalah,1571103,No,392,Current,0
1721,63,Female,Faisalabad,UBL,1479747,Yes,599,Savings,0
1722,32,Male,Lahore,Allied Bank,68308,No,793,Current,1
1723,26,Male,Lahore,Allied Bank,382659,No,894,Current,0
1724,32,Female,Rawalpindi,Meezan Bank,1247662,Yes,688,Savings,1
1725,66,Male,Karachi,Allied Bank,1570548,Yes,733,Savings,0
1726,41,Female,Islamabad,Meezan Bank,263267,No,401,Current,1
1727,21,Female,Karachi,Allied Bank,730790,Yes,677,Current,0
1728,29,Male,Faisalabad,HBL,868463,No,882,Current,1
1729,54,Female,Karachi,HBL,1425977,No,637,Current,0
1730,54,Male,Lahore,Allied Bank,1407693,Yes,791,Savings,1
1731,60,Female,Faisalabad,UBL,1118172,No,359,Current,1
1732,23,Male,Karachi,Meezan Bank,1569152,No,808,Savings,1
1733,56,Female,Faisalabad,Allied Bank,929217,No,691,Savings,0
1734,63,Male,Islamabad,Meezan Bank,554716,No,418,Current,1
1735,41,Female,Karachi,Bank Alfalah,72160,Yes,770,Savings,0
1736,28,Female,Lahore,Allied Bank,1517963,Yes,627,Savings,0
1737,30,Female,Faisalabad,UBL,260894,No,320,Current,0
1738,51,Male,Rawalpindi,Bank Alfalah,352873,No,396,Current,1
1739,42,Male,Faisalabad,Allied Bank,70843,No,812,Current,0
1740,24,Female,Rawalpindi,HBL,426219,No,649,Current,0
1741,69,Male,Lahore,Allied Bank,1400889,No,431,Current,1
1742,21,Female,Islamabad,HBL,1939772,Yes,845,Savings,1
1743,25,Male,Rawalpindi,HBL,445293,Yes,898,Current,1
1744,37,Female,Islamabad,Allied Bank,1871738,Yes,331,Current,1
1745,46,Male,Faisalabad,Allied Bank,1959090,No,558,Savings,0
1746,68,Female,Lahore,HBL,82981,No,775,Current,0
1747,62,Female,Rawalpindi,Meezan Bank,1824655,No,332,Current,0
1748,63,Female,Faisalabad,Bank Alfalah,737498,Yes,687,Current,0
1749,27,Female,Karachi,UBL,337717,No,860,Savings,0
1750,60,Male,Faisalabad,Allied Bank,773488,Yes,755,Current,1
1751,51,Female,Islamabad,Bank Alfalah,169941,No,893,Current,0
1752,43,Male,Lahore,Bank Alfalah,243151,No,443,Current,1
1753,58,Male,Lahore,Meezan Bank,1613940,No,523,Current,1
1754,66,Female,Faisalabad,Bank Alfalah,1019670,No,516,Current,0
1755,20,Male,Karachi,Allied Bank,489221,Yes,455,Savings,0
1756,23,Male,Islamabad,Bank Alfalah,1287483,No,819,Current,0
1757,22,Male,Faisalabad,Allied Bank,1184859,No,335,Current,1
1758,22,Female,Faisalabad,Allied Bank,297238,Yes,308,Current,1
1759,64,Male,Lahore,HBL,1740753,Yes,339,Current,1
1760,40,Male,Islamabad,Meezan Bank,544843,Yes,768,Current,0
1761,66,Female,Karachi,UBL,80656,No,478,Savings,1
1762,26,Female,Lahore,HBL,924493,No,800,Savings,1
1763,52,Male,Faisalabad,UBL,393576,No,672,Current,1
1764,37,Female,Lahore,Allied Bank,1501985,No,367,Current,1
1765,66,Male,Lahore,HBL,407931,Yes,723,Savings,0
1766,59,Male,Rawalpindi,Bank Alfalah,1451414,Yes,814,Savings,1
1767,52,Male,Lahore,Bank Alfalah,1354882,Yes,663,Savings,0
1768,67,Female,Lahore,UBL,1159749,Yes,750,Current,0
1769,35,Male,Islamabad,Allied Bank,370002,Yes,815,Savings,0
1770,34,Female,Lahore,UBL,111980,No,628,Current,0
1771,41,Female,Karachi,Meezan Bank,1553817,No,669,Current,1
1772,20,Male,Faisalabad,Bank Alfalah,1971660,No,896,Savings,0
1773,49,Female,Islamabad,HBL,572746,Yes,686,Current,0
1774,52,Female,Lahore,HBL,1162698,Yes,846,Current,1
1775,55,Female,Karachi,HBL,632826,No,413,Savings,1
1776,30,Female,Faisalabad,Bank Alfalah,930644,No,870,Current,1
1777,64,Female,Islamabad,Allied Bank,1694065,No,337,Savings,1
1778,42,Male,Karachi,Bank Alfalah,1050391,No,844,Savings,0
1779,26,Female,Lahore,Bank Alfalah,1054941,No,676,Savings,1
1780,21,Male,Rawalpindi,HBL,158455,No,698,Current,1
1781,31,Male,Rawalpindi,Bank Alfalah,1731654,Yes,502,Savings,0
1782,54,Male,Islamabad,HBL,509845,No,501,Savings,0
1783,51,Male,Karachi,Allied Bank,1790096,Yes,399,Current,1
1784,28,Male,Faisalabad,Meezan Bank,460615,No,697,Savings,0
1785,58,Male,Karachi,HBL,359152,Yes,749,Current,1
1786,20,Female,Rawalpindi,UBL,162935,Yes,417,Current,1
1787,45,Female,Islamabad,Meezan Bank,999130,Yes,720,Savings,0
1788,46,Female,Lahore,Allied Bank,807809,No,542,Savings,0
1789,26,Male,Karachi,Meezan Bank,879463,No,840,Current,0
1790,20,Female,Rawalpindi,HBL,532377,No,526,Savings,0
1791,42,Female,Faisalabad,Allied Bank,1774459,No,800,Current,1
1792,51,Female,Islamabad,UBL,1707267,Yes,512,Savings,1
1793,29,Male,Lahore,HBL,1204518,No,412,Current,0
1794,59,Female,Karachi,HBL,329631,No,672,Savings,1
1795,26,Male,Faisalabad,Allied Bank,684660,No,598,Savings,0
1796,32,Female,Lahore,Allied Bank,1507743,Yes,318,Current,1
1797,57,Male,Rawalpindi,Meezan Bank,601927,Yes,310,Savings,1
1798,42,Male,Rawalpindi,UBL,1935739,No,307,Savings,1
1799,22,Male,Faisalabad,Meezan Bank,1707630,No,452,Current,1
1800,28,Female,Rawalpindi,Meezan Bank,1424149,No,849,Current,1
1801,51,Female,Islamabad,HBL,1319213,No,434,Current,1
1802,41,Male,Faisalabad,Allied Bank,446196,Yes,672,Savings,0
1803,32,Female,Rawalpindi,HBL,1297552,No,760,Savings,0
1804,55,Male,Karachi,UBL,1221698,No,534,Current,0
1805,25,Male,Rawalpindi,Meezan Bank,668281,Yes,554,Current,1
1806,22,Female,Islamabad,UBL,1975912,No,885,Savings,0
1807,65,Female,Lahore,Allied Bank,1390990,No,627,Current,1
1808,43,Female,Lahore,Allied Bank,1406013,No,661,Current,1
1809,35,Male,Rawalpindi,Bank Alfalah,1875336,Yes,673,Current,1
1810,23,Male,Lahore,UBL,988324,Yes,508,Savings,0
1811,54,Female,Rawalpindi,HBL,295282,No,566,Savings,1
1812,65,Male,Islamabad,UBL,222645,No,853,Current,1
1813,30,Female,Lahore,Meezan Bank,1550932,Yes,805,Savings,0
1814,45,Male,Karachi,Allied Bank,1988174,Yes,863,Savings,0
1815,22,Female,Rawalpindi,Allied Bank,1517056,Yes,720,Current,0
1816,30,Female,Lahore,UBL,1576257,No,607,Savings,1
1817,34,Male,Islamabad,UBL,805460,Yes,436,Current,1
1818,67,Female,Islamabad,UBL,1822989,Yes,718,Savings,0
1819,57,Female,Karachi,Meezan Bank,1729368,Yes,494,Current,1
1820,62,Male,Islamabad,Meezan Bank,1364539,No,394,Current,1
1821,49,Female,Islamabad,HBL,1409347,Yes,789,Current,1
1822,46,Male,Lahore,UBL,268312,No,557,Savings,0
1823,68,Female,Rawalpindi,HBL,222194,No,324,Current,1
1824,20,Male,Faisalabad,Bank Alfalah,801744,No,531,Savings,0
1825,57,Female,Islamabad,Meezan Bank,560261,No,631,Current,0
1826,51,Female,Islamabad,Allied Bank,1684990,Yes,520,Savings,0
1827,57,Female,Faisalabad,Bank Alfalah,982809,No,596,Current,1
1828,44,Female,Islamabad,Allied Bank,1218621,No,502,Current,1
1829,30,Male,Lahore,Bank Alfalah,1365110,No,642,Savings,1
1830,62,Male,Lahore,HBL,1992179,Yes,892,Current,0
1831,50,Male,Faisalabad,HBL,794313,Yes,504,Current,0
1832,23,Male,Islamabad,Meezan Bank,322100,Yes,376,Savings,1
1833,41,Male,Islamabad,Allied Bank,371523,Yes,849,Savings,1
1834,36,Male,Rawalpindi,Bank Alfalah,1334783,No,341,Current,0
1835,33,Male,Islamabad,UBL,366450,No,754,Current,1
1836,57,Female,Lahore,UBL,1806688,No,481,Savings,0
1837,45,Female,Karachi,Meezan Bank,627484,Yes,494,Current,0
1838,50,Female,Karachi,Allied Bank,485135,Yes,889,Current,0
1839,65,Female,Karachi,UBL,543893,Yes,687,Savings,0
1840,58,Male,Karachi,Meezan Bank,630473,No,440,Current,1
1841,30,Male,Islamabad,Meezan Bank,1161332,No,326,Current,0
1842,60,Male,Islamabad,Allied Bank,1174927,No,614,Savings,0
1843,62,Female,Rawalpindi,UBL,763455,Yes,620,Current,1
1844,42,Male,Islamabad,UBL,791215,Yes,747,Current,0
1845,59,Female,Karachi,UBL,775962,No,592,Current,0
1846,53,Male,Faisalabad,HBL,218976,Yes,535,Current,0
1847,44,Male,Faisalabad,UBL,1393684,No,756,Current,0
1848,55,Male,Lahore,Bank Alfalah,192277,No,366,Savings,1
1849,24,Male,Lahore,HBL,1467609,Yes,475,Current,1
1850,22,Female,Islamabad,HBL,1585284,No,809,Current,1
1851,60,Female,Faisalabad,HBL,1405168,No,390,Savings,1
1852,62,Male,Karachi,HBL,473069,No,465,Current,0
1853,68,Female,Karachi,Meezan Bank,1576612,No,737,Current,0
1854,48,Male,Karachi,Bank Alfalah,1148473,No,350,Current,1
1855,40,Male,Islamabad,Allied Bank,562016,Yes,565,Savings,0
1856,59,Male,Islamabad,UBL,134826,No,820,Current,1
1857,27,Male,Rawalpindi,HBL,67858,Yes,386,Savings,0
1858,49,Female,Karachi,Allied Bank,1573707,No,351,Savings,1
1859,60,Male,Karachi,Meezan Bank,1951724,Yes,478,Current,1
1860,47,Male,Islamabad,Allied Bank,190161,Yes,577,Savings,1
1861,56,Female,Islamabad,HBL,761964,Yes,538,Savings,1
1862,48,Male,Rawalpindi,Bank Alfalah,795968,No,884,Savings,0
1863,35,Female,Rawalpindi,Allied Bank,1550323,Yes,638,Savings,0
1864,53,Male,Lahore,HBL,749617,No,371,Current,0
1865,19,Male,Faisalabad,HBL,956468,No,673,Current,1
1866,31,Male,Karachi,UBL,762425,Yes,879,Current,1
1867,30,Male,Karachi,UBL,349136,Yes,816,Current,0
1868,46,Male,Rawalpindi,Bank Alfalah,895691,No,537,Savings,0
1869,29,Male,Rawalpindi,UBL,388329,No,765,Current,0
1870,56,Female,Lahore,Bank Alfalah,1494032,No,420,Current,0
1871,19,Male,Faisalabad,Meezan Bank,1945290,Yes,712,Savings,1
1872,49,Female,Lahore,Meezan Bank,1273097,No,869,Current,1
1873,30,Female,Faisalabad,UBL,1726611,No,342,Savings,0
1874,63,Male,Karachi,Meezan Bank,258422,No,803,Current,0
1875,44,Female,Lahore,Allied Bank,631965,No,496,Current,0
1876,66,Male,Rawalpindi,Allied Bank,495741,No,371,Current,1
1877,58,Female,Lahore,Allied Bank,1642913,No,390,Savings,0
1878,34,Male,Lahore,Meezan Bank,1048625,No,848,Current,1
1879,57,Female,Karachi,Allied Bank,1009168,No,790,Current,1
1880,48,Female,Rawalpindi,Bank Alfalah,1238084,No,682,Savings,0
1881,51,Male,Rawalpindi,HBL,574501,No,765,Current,0
1882,41,Female,Islamabad,UBL,800716,No,453,Current,0
1883,62,Male,Islamabad,Bank Alfalah,1542821,No,469,Savings,1
1884,52,Male,Islamabad,Allied Bank,289729,Yes,571,Savings,0
1885,65,Male,Karachi,HBL,891563,No,409,Current,0
1886,23,Male,Lahore,UBL,279275,No,450,Savings,1
1887,36,Male,Rawalpindi,Bank Alfalah,577670,No,730,Savings,1
1888,47,Female,Rawalpindi,UBL,1019237,No,750,Savings,1
1889,24,Female,Lahore,Meezan Bank,961031,No,322,Current,0
1890,27,Female,Rawalpindi,Allied Bank,1277141,Yes,666,Current,1
1891,58,Male,Lahore,Bank Alfalah,1220584,No,538,Savings,1
1892,49,Female,Karachi,Bank Alfalah,97081,Yes,733,Savings,1
1893,51,Female,Karachi,HBL,1112017,No,426,Current,1
1894,45,Female,Karachi,HBL,457814,Yes,840,Savings,1
1895,32,Female,Lahore,HBL,1662084,Yes,497,Savings,0
1896,47,Female,Lahore,UBL,1821920,No,781,Current,1
1897,54,Male,Faisalabad,Allied Bank,1734578,Yes,478,Current,1
1898,46,Male,Rawalpindi,UBL,1783843,Yes,822,Current,1
1899,39,Female,Rawalpindi,Allied Bank,546939,No,736,Savings,0
1900,21,Male,Faisalabad,Bank Alfalah,1715601,Yes,613,Savings,0
1901,37,Male,Faisalabad,UBL,1851926,Yes,318,Savings,1
1902,49,Female,Karachi,UBL,295151,Yes,459,Current,1
1903,53,Female,Faisalabad,UBL,762304,No,421,Savings,1
1904,67,Male,Lahore,Meezan Bank,1265378,No,371,Current,1
1905,21,Female,Islamabad,Allied Bank,297179,No,354,Current,0
1906,44,Male,Lahore,Allied Bank,885784,No,759,Savings,0
1907,34,Male,Faisalabad,UBL,491818,Yes,468,Current,0
1908,29,Female,Rawalpindi,Meezan Bank,611037,No,881,Savings,1
1909,39,Male,Lahore,UBL,386193,Yes,448,Savings,1
1910,34,Male,Rawalpindi,Allied Bank,884580,No,325,Current,0
1911,27,Male,Lahore,Bank Alfalah,556499,No,547,Savings,0
1912,18,Female,Rawalpindi,Meezan Bank,1085442,Yes,526,Current,1
1913,39,Female,Lahore,Meezan Bank,1295588,Yes,783,Current,0
1914,43,Female,Rawalpindi,UBL,1567845,No,309,Current,0
1915,35,Female,Islamabad,Bank Alfalah,1065920,No,394,Savings,0
1916,67,Male,Karachi,Allied Bank,865169,No,420,Savings,0
1917,31,Female,Lahore,HBL,342432,No,425,Savings,0
1918,64,Female,Islamabad,Allied Bank,1907554,No,848,Current,1
1919,46,Female,Karachi,Allied Bank,1166455,Yes,368,Current,1
1920,29,Female,Lahore,Bank Alfalah,1855335,No,596,Savings,1
1921,53,Male,Islamabad,Meezan Bank,976163,Yes,800,Current,1
1922,52,Male,Islamabad,Allied Bank,1523419,No,344,Savings,0
1923,69,Male,Islamabad,Meezan Bank,1610472,No,681,Savings,1
1924,29,Female,Faisalabad,Bank Alfalah,431501,Yes,326,Savings,0
1925,24,Female,Rawalpindi,Bank Alfalah,1933542,No,796,Savings,0
1926,46,Male,Karachi,UBL,1961217,Yes,435,Current,1
1927,28,Female,Rawalpindi,HBL,1500426,Yes,348,Savings,1
1928,50,Female,Rawalpindi,Bank Alfalah,705649,No,806,Current,1
1929,23,Male,Rawalpindi,Bank Alfalah,1015983,Yes,420,Current,1
1930,64,Male,Islamabad,Meezan Bank,1565506,No,516,Savings,0
1931,32,Female,Rawalpindi,Bank Alfalah,1338727,No,825,Savings,0
1932,49,Female,Faisalabad,Allied Bank,1345977,No,873,Current,0
1933,68,Female,Lahore,UBL,1667918,No,342,Savings,1
1934,28,Male,Islamabad,UBL,1088360,No,395,Current,1
1935,40,Male,Karachi,Allied Bank,1752524,No,326,Current,0
1936,43,Male,Lahore,Bank Alfalah,1102797,No,541,Current,0
1937,51,Male,Lahore,HBL,1866386,Yes,786,Current,1
1938,63,Female,Lahore,Bank Alfalah,1063272,No,539,Savings,1
1939,51,Male,Rawalpindi,UBL,365675,Yes,603,Savings,0
1940,46,Male,Rawalpindi,HBL,44635,No,366,Savings,0
1941,21,Female,Islamabad,Meezan Bank,1709353,No,580,Current,0
1942,34,Female,Rawalpindi,Meezan Bank,330687,Yes,491,Savings,1
1943,52,Female,Rawalpindi,Bank Alfalah,746619,Yes,418,Current,0
1944,30,Male,Rawalpindi,Bank Alfalah,1733143,Yes,451,Current,0
1945,58,Female,Islamabad,HBL,21817,Yes,691,Current,1
1946,56,Female,Islamabad,HBL,530674,No,530,Savings,0
1947,32,Male,Faisalabad,Bank Alfalah,327402,No,650,Savings,0
1948,46,Male,Faisalabad,UBL,1252230,Yes,870,Current,0
1949,46,Female,Faisalabad,Meezan Bank,1714104,No,828,Savings,1
1950,28,Male,Faisalabad,HBL,132475,Yes,470,Current,1
1951,69,Female,Lahore,UBL,233378,Yes,431,Savings,0
1952,49,Female,Lahore,Bank Alfalah,599487,Yes,656,Savings,1
1953,19,Male,Faisalabad,Allied Bank,861380,Yes,341,Savings,0
1954,64,Female,Faisalabad,HBL,1116358,Yes,604,Current,0
1955,31,Male,Karachi,Allied Bank,1139335,No,305,Savings,1
1956,37,Male,Lahore,UBL,1561548,Yes,628,Savings,0
1957,39,Male,Karachi,Meezan Bank,1644463,Yes,469,Current,1
1958,28,Female,Karachi,UBL,1571389,No,637,Savings,1
1959,44,Male,Rawalpindi,Meezan Bank,214635,Yes,368,Current,0
1960,20,Male,Islamabad,UBL,26291,Yes,838,Savings,0
1961,34,Female,Lahore,HBL,905377,No,806,Current,1
1962,61,Female,Faisalabad,HBL,232047,No,785,Current,1
1963,45,Female,Faisalabad,Allied Bank,621345,No,742,Savings,0
1964,46,Female,Islamabad,UBL,1935259,No,350,Current,1
1965,38,Male,Lahore,UBL,883586,No,448,Current,0
1966,64,Male,Faisalabad,Allied Bank,1153111,Yes,886,Savings,0
1967,33,Male,Faisalabad,Bank Alfalah,436208,Yes,391,Savings,1
1968,54,Female,Rawalpindi,UBL,510269,Yes,667,Savings,0
1969,37,Female,Karachi,UBL,442566,No,879,Savings,1
1970,23,Male,Faisalabad,UBL,798005,No,375,Current,0
1971,36,Female,Lahore,Bank Alfalah,794077,No,385,Current,0
1972,22,Female,Islamabad,HBL,18577,No,526,Savings,0
1973,20,Male,Rawalpindi,Allied Bank,1984792,No,662,Savings,0
1974,18,Male,Lahore,Bank Alfalah,564236,No,867,Savings,0
1975,55,Female,Rawalpindi,Meezan Bank,770427,Yes,891,Savings,0
1976,32,Female,Karachi,Meezan Bank,87700,No,323,Current,1
1977,51,Female,Faisalabad,Bank Alfalah,277361,Yes,327,Current,1
1978,52,Male,Lahore,Bank Alfalah,856610,Yes,420,Current,0
1979,66,Male,Islamabad,HBL,881494,Yes,789,Current,1
1980,42,Male,Karachi,Meezan Bank,1941814,No,644,Current,1
1981,41,Male,Karachi,Allied Bank,1216057,No,330,Savings,1
1982,29,Male,Rawalpindi,UBL,190112,No,526,Savings,1
1983,35,Female,Karachi,UBL,1005774,No,549,Current,1
1984,32,Female,Lahore,HBL,1168233,No,349,Current,0
1985,61,Female,Rawalpindi,HBL,1006570,Yes,688,Savings,0
1986,33,Male,Karachi,Meezan Bank,219002,Yes,587,Current,0
1987,44,Male,Islamabad,Allied Bank,1912043,No,890,Current,0
1988,25,Male,Lahore,Allied Bank,627363,Yes,774,Current,0
1989,63,Female,Islamabad,Bank Alfalah,412885,Yes,305,Current,1
1990,42,Male,Islamabad,HBL,1772183,No,711,Savings,1
1991,34,Male,Rawalpindi,UBL,724335,Yes,623,Current,0
1992,46,Female,Faisalabad,UBL,956066,Yes,698,Current,0
1993,25,Male,Rawalpindi,Meezan Bank,524591,No,581,Current,1
1994,32,Female,Lahore,UBL,1604493,Yes,490,Current,0
1995,44,Male,Lahore,Allied Bank,887714,No,884,Current,0
1996,63,Male,Rawalpindi,Allied Bank,1251111,No,799,Savings,1
1997,67,Female,Faisalabad,HBL,318151,No,879,Savings,0
1998,69,Female,Rawalpindi,Meezan Bank,1469920,Yes,733,Savings,0
1999,24,Female,Lahore,UBL,1584903,Yes,362,Current,0
2000,20,Female,Faisalabad,HBL,640903,Yes,752,Current,0
2001,46,Female,Lahore,Bank Alfalah,13857,No,792,Savings,0
2002,61,Female,Faisalabad,Bank Alfalah,200091,Yes,741,Savings,1
2003,41,Male,Faisalabad,UBL,1674296,Yes,606,Current,0
2004,20,Male,Rawalpindi,UBL,1051399,No,425,Current,0
2005,37,Female,Rawalpindi,UBL,1278655,No,564,Savings,1
2006,63,Male,Rawalpindi,Allied Bank,1663841,No,306,Current,0
2007,32,Female,Faisalabad,UBL,284879,Yes,712,Current,0
2008,42,Male,Faisalabad,Bank Alfalah,699871,No,505,Savings,1
2009,47,Female,Lahore,UBL,1628915,Yes,478,Current,1
2010,31,Male,Islamabad,Meezan Bank,1969830,No,767,Current,1
2011,24,Male,Rawalpindi,Bank Alfalah,1635557,No,795,Current,1
2012,34,Male,Lahore,Meezan Bank,1690806,No,742,Savings,1
2013,61,Male,Lahore,Bank Alfalah,1389872,No,527,Current,0
2014,37,Male,Karachi,HBL,1401639,Yes,445,Current,1
2015,53,Female,Rawalpindi,Bank Alfalah,301900,Yes,869,Savings,1
2016,26,Female,Lahore,Bank Alfalah,669254,Yes,595,Current,1
2017,55,Female,Karachi,Meezan Bank,1961420,No,540,Current,1
2018,65,Male,Rawalpindi,Meezan Bank,376675,Yes,586,Current,0
